央卫频道,#genre#
CHC家庭影院,http://119.29.13.205:1234/644368373
南方影视,http://119.29.13.205:1234/614961829
中国天气,http://119.29.13.205:1234/959986621
CETV1,http://119.29.13.205:1234/923287154
CETV2,http://119.29.13.205:1234/923287211
CETV4,http://119.29.13.205:1234/923287339
嘉佳卡通,http://119.29.13.205:1234/614952364
经典动画大集合,http://119.29.13.205:1234/629942219
新动漫,http://119.29.13.205:1234/961930269

CCTV1,http://www.whcloud.top:10001/608807420
CCTV2,http://www.whcloud.top:10001/631780532
CCTV3,http://www.whcloud.top:10001/624878271
CCTV4,http://www.whcloud.top:10001/631780421
CCTV5,http://www.whcloud.top:10001/641886683
CCTV5+,http://www.whcloud.top:10001/641886773
CCTV6,http://www.whcloud.top:10001/624878396
CCTV7,http://www.whcloud.top:10001/673168121
CCTV8,http://www.whcloud.top:10001/624878356
CCTV9,http://www.whcloud.top:10001/673168140
CCTV10,http://www.whcloud.top:10001/624878405
CCTV11,http://www.whcloud.top:10001/667987558
CCTV12,http://www.whcloud.top:10001/673168185
CCTV13,http://www.whcloud.top:10001/608807423
CCTV14,http://www.whcloud.top:10001/624878440
CCTV15,http://www.whcloud.top:10001/673168223
CCTV17,http://www.whcloud.top:10001/673168256
CCTV4,http://www.whcloud.top:10001/608807419
CCTV4,http://www.whcloud.top:10001/608807416
CGTN纪录,http://www.whcloud.top:10001/609006487
CGTN阿拉伯语,http://www.whcloud.top:10001/609154345
CGTN西班牙语,http://www.whcloud.top:10001/609006450
CGTN法语,http://www.whcloud.top:10001/609006476
CGTN俄语,http://www.whcloud.top:10001/609006446
老故事,http://www.whcloud.top:10001/884121956
发现之旅,http://www.whcloud.top:10001/624878970
中学生,http://www.whcloud.top:10001/708869532
CGTN,http://www.whcloud.top:10001/609017205
东方卫视,http://www.whcloud.top:10001/651632648
江苏卫视,http://www.whcloud.top:10001/623899368
广东卫视,http://www.whcloud.top:10001/608831231
北京卫视,http://www.whcloud.top:10001/630287636
辽宁卫视,http://www.whcloud.top:10001/630291707
河北卫视,http://www.whcloud.top:10001/962042070
江西卫视,http://www.whcloud.top:10001/783847495
河南卫视,http://www.whcloud.top:10001/790187291
陕西卫视,http://www.whcloud.top:10001/738910838
大湾区卫视,http://www.whcloud.top:10001/608917627
湖北卫视,http://www.whcloud.top:10001/947472496
吉林卫视,http://www.whcloud.top:10001/947472500
青海卫视,http://www.whcloud.top:10001/947472506
东南卫视,http://www.whcloud.top:10001/849116810
海南卫视,http://www.whcloud.top:10001/947472502
海峡卫视,http://www.whcloud.top:10001/849119120
中国农林卫视,http://www.whcloud.top:10001/956904896
兵团卫视,http://www.whcloud.top:10001/956923145
宁夏卫视,http://www.whcloud.top:10001/738910535
重庆卫视,http://www.whcloud.top:10001/738910914
三沙卫视,http://www.whcloud.top:10001/961023778
经典香港电影,http://www.whcloud.top:10001/625703337
抗战经典影片,http://www.whcloud.top:10001/617432318
新片放映厅,http://www.whcloud.top:10001/619495952
CHC影迷电影,http://www.whcloud.top:10001/952383261
CHC动作电影,http://www.whcloud.top:10001/644368714
CHC家庭影院,http://www.whcloud.top:10001/644368373
南方影视,http://www.whcloud.top:10001/614961829
中国天气,http://www.whcloud.top:10001/959986621
CETV1,http://www.whcloud.top:10001/923287154
CETV2,http://www.whcloud.top:10001/923287211
CETV4,http://www.whcloud.top:10001/923287339
嘉佳卡通,http://www.whcloud.top:10001/614952364
经典动画大集合,http://www.whcloud.top:10001/629942219
新动漫,http://www.whcloud.top:10001/961930269

CCTV1,http://106.14.225.22:9999/608807420
CCTV2,http://106.14.225.22:9999/631780532
CCTV3,http://106.14.225.22:9999/624878271
CCTV4,http://106.14.225.22:9999/631780421
CCTV5,http://106.14.225.22:9999/641886683
CCTV5+,http://106.14.225.22:9999/641886773
CCTV6,http://106.14.225.22:9999/624878396
CCTV7,http://106.14.225.22:9999/673168121
CCTV8,http://106.14.225.22:9999/624878356
CCTV9,http://106.14.225.22:9999/673168140
CCTV10,http://106.14.225.22:9999/624878405
CCTV11,http://106.14.225.22:9999/667987558
CCTV12,http://106.14.225.22:9999/673168185
CCTV13,http://106.14.225.22:9999/608807423
CCTV14,http://106.14.225.22:9999/624878440
CCTV15,http://106.14.225.22:9999/673168223
CCTV17,http://106.14.225.22:9999/673168256
CCTV4,http://106.14.225.22:9999/608807419
CCTV4,http://106.14.225.22:9999/608807416
CGTN纪录,http://106.14.225.22:9999/609006487
CGTN阿拉伯语,http://106.14.225.22:9999/609154345
CGTN西班牙语,http://106.14.225.22:9999/609006450
CGTN法语,http://106.14.225.22:9999/609006476
CGTN俄语,http://106.14.225.22:9999/609006446
老故事,http://106.14.225.22:9999/884121956
发现之旅,http://106.14.225.22:9999/624878970
中学生,http://106.14.225.22:9999/708869532
CGTN,http://106.14.225.22:9999/609017205
东方卫视,http://106.14.225.22:9999/651632648
江苏卫视,http://106.14.225.22:9999/623899368
广东卫视,http://106.14.225.22:9999/608831231
北京卫视,http://106.14.225.22:9999/630287636
辽宁卫视,http://106.14.225.22:9999/630291707
河北卫视,http://106.14.225.22:9999/962042070
江西卫视,http://106.14.225.22:9999/783847495
河南卫视,http://106.14.225.22:9999/790187291
陕西卫视,http://106.14.225.22:9999/738910838
大湾区卫视,http://106.14.225.22:9999/608917627
湖北卫视,http://106.14.225.22:9999/947472496
吉林卫视,http://106.14.225.22:9999/947472500
青海卫视,http://106.14.225.22:9999/947472506
东南卫视,http://106.14.225.22:9999/849116810
海南卫视,http://106.14.225.22:9999/947472502
海峡卫视,http://106.14.225.22:9999/849119120
中国农林卫视,http://106.14.225.22:9999/956904896
兵团卫视,http://106.14.225.22:9999/956923145
宁夏卫视,http://106.14.225.22:9999/738910535
重庆卫视,http://106.14.225.22:9999/738910914
三沙卫视,http://106.14.225.22:9999/961023778
经典香港电影,http://106.14.225.22:9999/625703337
抗战经典影片,http://106.14.225.22:9999/617432318
新片放映厅,http://106.14.225.22:9999/619495952
CHC影迷电影,http://106.14.225.22:9999/952383261
CHC动作电影,http://106.14.225.22:9999/644368714
CHC家庭影院,http://106.14.225.22:9999/644368373
南方影视,http://106.14.225.22:9999/614961829
中国天气,http://106.14.225.22:9999/959986621
CETV1,http://106.14.225.22:9999/923287154
CETV2,http://106.14.225.22:9999/923287211
CETV4,http://106.14.225.22:9999/923287339
嘉佳卡通,http://106.14.225.22:9999/614952364
经典动画大集合,http://106.14.225.22:9999/629942219
新动漫,http://106.14.225.22:9999/961930269

CCTV1,http://103.45.128.46:2001/jmb/IPTV.php?id=CCTV1
CCTV2,http://103.45.128.46:2001/jmb/IPTV.php?id=CCTV2
CCTV3,http://103.45.128.46:2001/jmb/IPTV.php?id=CCTV3
CCTV4,http://103.45.128.46:2001/jmb/IPTV.php?id=CCTV4
CCTV5,http://103.45.128.46:2001/jmb/IPTV.php?id=CCTV5
CCTV5+,http://103.45.128.46:2001/jmb/IPTV.php?id=CCTV5p
CCTV6,http://103.45.128.46:2001/jmb/IPTV.php?id=CCTV6
CCTV7,http://103.45.128.46:2001/jmb/IPTV.php?id=CCTV7
CCTV8,http://103.45.128.46:2001/jmb/IPTV.php?id=CCTV8
CCTV9,http://103.45.128.46:2001/jmb/IPTV.php?id=CCTV9
CCTV10,http://103.45.128.46:2001/jmb/IPTV.php?id=CCTV10
CCTV11,http://103.45.128.46:2001/jmb/IPTV.php?id=CCTV11
CCTV12,http://103.45.128.46:2001/jmb/IPTV.php?id=CCTV12
CCTV13,http://103.45.128.46:2001/jmb/IPTV.php?id=CCTV13
CCTV14,http://103.45.128.46:2001/jmb/IPTV.php?id=CCTV14
CCTV15,http://103.45.128.46:2001/jmb/IPTV.php?id=CCTV15
CCTV16,http://103.45.128.46:2001/jmb/IPTV.php?id=CCTV16
CCTV17,http://103.45.128.46:2001/jmb/IPTV.php?id=CCTV17
CGTN,https://0472.org/hls/cgtn.m3u8
CGTN纪录,https://0472.org/hls/cgtnd.m3u8
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN西班牙语,https://0472.org/hls/cgtnx.m3u8
CGTN阿拉伯语,https://0472.org/hls/cgtna.m3u8
北京卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=北京卫视
东方卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=东方卫视
东方卫视,http://119.91.7.169:2026/tv/mg4.php?id=东方卫视
湖南卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=湖南卫视
湖南卫视,http://119.91.7.169:2026/tv/mg4.php?id=湖南卫视
浙江卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=浙江卫视
浙江卫视,http://119.91.7.169:2026/tv/mg4.php?id=浙江卫视
江苏卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=江苏卫视
江苏卫视,http://119.91.7.169:2026/tv/mg4.php?id=江苏卫视
广东卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=广东卫视
广东卫视,http://119.91.7.169:2026/tv/mg4.php?id=广东卫视
山东卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=山东卫视
山东卫视,http://119.91.7.169:2026/tv/mg4.php?id=山东卫视
辽宁卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=辽宁卫视
辽宁卫视,http://119.91.7.169:2026/tv/mg4.php?id=辽宁卫视
湖北卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=湖北卫视
湖北卫视,http://119.91.7.169:2026/tv/mg4.php?id=湖北卫视
河北卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=河北卫视
河北卫视,http://119.91.7.169:2026/tv/mg4.php?id=河北卫视
河南卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=河南卫视
河南卫视,http://119.91.7.169:2026/tv/mg4.php?id=河南卫视
深圳卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=深圳卫视
深圳卫视,http://119.91.7.169:2026/tv/mg4.php?id=深圳卫视s
天津卫视,http://103.45.128.46:2001/jmb/IPTV.php?id天津卫视
天津卫视,http://119.91.7.169:2026/tv/mg4.php?id=天津卫视
重庆卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=重庆卫视
重庆卫视,http://119.91.7.169:2026/tv/mg4.php?id=重庆卫视
安徽卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=安徽卫视
安徽卫视,http://119.91.7.169:2026/tv/mg4.php?id=安徽卫视
东南卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=东南卫视
东南卫视,http://119.91.7.169:2026/tv/mg4.php?id=东南卫视
厦门卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=厦门卫视
厦门卫视,http://119.91.7.169:2026/tv/mg4.php?id=厦门卫视
山西卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=山西卫视
山西卫视,http://119.91.7.169:2026/tv/mg4.php?id=山西卫视
陕西卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=陕西卫视
陕西卫视,http://119.91.7.169:2026/tv/mg4.php?id=陕西卫视
四川卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=四川卫视
四川卫视,http://119.91.7.169:2026/tv/mg4.php?id=四川卫视
黑龙江卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=黑龙江卫视
黑龙江卫视,http://119.91.7.169:2026/tv/mg4.php?id=黑龙江卫视
吉林卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=吉林卫视
吉林卫视,http://119.91.7.169:2026/tv/mg4.php?id=吉林卫视
云南卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=云南卫视
云南卫视,http://119.91.7.169:2026/tv/mg4.php?id=云南卫视
贵州卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=贵州卫视
贵州卫视,http://119.91.7.169:2026/tv/mg4.php?id=贵州卫视
广西卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=广西卫视
广西卫视,http://119.91.7.169:2026/tv/mg4.php?id=广西卫视
江西卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=江西卫视
江西卫视,http://119.91.7.169:2026/tv/mg4.php?id=江西卫视
海南卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=海南卫视
海南卫视,http://119.91.7.169:2026/tv/mg4.php?id=海南卫视
三沙卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=三沙卫视
甘肃卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=甘肃卫视
甘肃卫视,http://119.91.7.169:2026/tv/mg4.php?id=甘肃卫视
青海卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=青海卫视
青海卫视,http://119.91.7.169:2026/tv/mg4.php?id=青海卫视
宁夏卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=宁夏卫视
内蒙古卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=内蒙古卫视
内蒙古卫视,http://119.91.7.169:2026/tv/mg4.php?id=内蒙古卫视
新疆卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=新疆卫视
新疆卫视,http://119.91.7.169:2026/tv/mg4.php?id=新疆卫视
西藏卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=西藏卫视
西藏卫视,http://119.91.7.169:2026/tv/mg4.php?id=西藏卫视
农林卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=农林卫视
兵团卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=兵团卫视
大湾区卫视,http://119.91.7.169:2026/tv/mg4.php?id=大湾区卫视

CCTV1,http://livea-ori.huarentv.live:14923
CCTV1,http://livea-ori.huarentv.live:14977
CCTV2,http://livea-ori.huarentv.live:14993
CCTV3,http://livea-ori.huarentv.live:14985
CCTV4,http://livea-ori.huarentv.live:14994
CCTV5,http://livea-ori.huarentv.live:14924
CCTV5,http://livea-ori.huarentv.live:14982
CCTV5+,http://livea-ori.huarentv.live:14925
CCTV5+,http://livea-ori.huarentv.live:14981
CCTV6,http://livea-ori.huarentv.live:14995
CCTV7,http://livea-ori.huarentv.live:14997
CCTV8,http://livea-ori.huarentv.live:14996
CCTV9,http://livea-ori.huarentv.live:14904
CCTV10,http://livea-ori.huarentv.live:14998
CCTV11,http://livea-ori.huarentv.live:14986
CCTV12,http://livea-ori.huarentv.live:14987
CCTV13,http://livea-ori.huarentv.live:14979
CCTV14,http://livea-ori.huarentv.live:14989
CCTV15,http://livea-ori.huarentv.live:14905
CCTV16,http://livea-ori.huarentv.live:14926
CCTV16,http://livea-ori.huarentv.live:14910
CCTV17,http://livea-ori.huarentv.live:14965
安徽卫视,http://livea-ori.huarentv.live:14902
北京卫视,http://livea-ori.huarentv.live:14901
重庆卫视,http://livea-ori.huarentv.live:14970
东方卫视,http://livea-ori.huarentv.live:14999
东南卫视,http://livea-ori.huarentv.live:14974
河北卫视,http://livea-ori.huarentv.live:14973
河南卫视,http://livea-ori.huarentv.live:14992
湖南卫视,http://livea-ori.huarentv.live:14983
江苏卫视,http://livea-ori.huarentv.live:14980
江西卫视,http://livea-ori.huarentv.live:14990
辽宁卫视,http://livea-ori.huarentv.live:14991
宁夏卫视,http://livea-ori.huarentv.live:14971
山东卫视,http://livea-ori.huarentv.live:14988
山西卫视,http://livea-ori.huarentv.live:14972
深圳卫视,http://livea-ori.huarentv.live:14903
天津卫视,http://livea-ori.huarentv.live:14906
CGTN,http://livea-ori.huarentv.live:14966

CCTV1,http://74.91.26.218:82/live/cctv1hd.m3u8
CCTV2,http://74.91.26.218:82/live/cctv2hd.m3u8
CCTV3,http://74.91.26.218:82/live/cctv3hd.m3u8
CCTV4,http://74.91.26.218:82/live/cctv4hd.m3u8
CCTV5,http://74.91.26.218:82/live/cctv5hd.m3u8
CCTV5+,http://74.91.26.218:82/live/cctv5p.m3u8
CCTV6,http://74.91.26.218:82/live/cctv6hd.m3u8
CCTV7,http://74.91.26.218:82/live/cctv7hd.m3u8
CCTV8,http://74.91.26.218:82/live/cctv8hd.m3u8
CCTV9,http://74.91.26.218:82/live/cctv9hd.m3u8
CCTV10,http://74.91.26.218:82/live/cctv10hd.m3u8
CCTV11,http://74.91.26.218:82/live/cctv11hd.m3u8
CCTV12,http://74.91.26.218:82/live/cctv12hd.m3u8
CCTV13,http://74.91.26.218:82/live/cctv13hd.m3u8
CCTV14,http://74.91.26.218:82/live/cctv14hd.m3u8
CCTV15,http://74.91.26.218:82/live/cctv15hd.m3u8
CCTV16,http://74.91.26.218:82/live/cctv16hd.m3u8
CCTV17,http://74.91.26.218:82/live/cctv17hd.m3u8
CCTV16,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV17,http://38.75.136.137:98/gslb/dsdqpub/cctv17hd.m3u8?auth=testpub
CCTV4K,http://38.75.136.137:98/gslb/dsdqpub/cctv4k.m3u8?auth=testpub
CCTV8K,http://38.75.136.137:98/gslb/dsdqpub/cctv8k.m3u8?auth=testpub
安徽卫视,http://38.75.136.137:98/gslb/dsdqpub/ahwshd.m3u8?auth=testpub
北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub
兵团卫视,http://38.75.136.137:98/gslb/dsdqpub/btws.m3u8?auth=testpub
重庆卫视,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub
重庆卫视,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub
大湾区卫视,http://38.75.136.137:98/gslb/dsdqpub/gdgj.m3u8?auth=testpub
大湾区卫视,http://38.75.136.137:98/gslb/dsdqpub/nfws.m3u8?auth=testpub
东方卫视,http://38.75.136.137:98/gslb/dsdqpub/dfwshd.m3u8?auth=testpub
东南卫视,http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub
广东卫视,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub
甘肃卫视,http://38.75.136.137:98/gslb/dsdqpub/gswshd.m3u8?auth=testpub
广西卫视,http://38.75.136.137:98/gslb/dsdqpub/gxwshd.m3u8?auth=testpub
贵州卫视,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub
河南卫视,http://38.75.136.137:98/gslb/dsdqpub/hawshd.m3u8?auth=testpub
湖北卫视,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub
河北卫视,http://38.75.136.137:98/gslb/dsdqpub/hewshd.m3u8?auth=testpub
黑龙江卫视,http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub
湖南卫视,http://38.75.136.137:98/gslb/dsdqpub/hnwshd.m3u8?auth=testpub
吉林卫视,http://38.75.136.137:98/gslb/dsdqpub/jlwshd.m3u8?auth=testpub
江苏卫视,http://38.75.136.137:98/gslb/dsdqpub/jswshd.m3u8?auth=testpub
江西卫视,http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub
辽宁卫视,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub
内蒙古卫视,http://38.75.136.137:98/gslb/dsdqpub/nmgws.m3u8?auth=testpub
宁夏卫视,http://38.75.136.137:98/gslb/dsdqpub/nxws.m3u8?auth=testpub
青海卫视,http://38.75.136.137:98/gslb/dsdqpub/qhws.m3u8?auth=testpub
四川卫视,http://38.75.136.137:98/gslb/dsdqpub/scwshd.m3u8?auth=testpub
山东卫视,http://38.75.136.137:98/gslb/dsdqpub/sdwshd.m3u8?auth=testpub
陕西卫视,http://38.75.136.137:98/gslb/dsdqpub/snwshd.m3u8?auth=testpub
